30.00	72.23
30.00	72.25
30.00	72.31
30.00	72.27
30.00	72.16
30.00	72.16
30.00	72.16
30.00	72.16
30.00	72.14
55.00	72.08
55.00	72.08
55.00	72.06
55.00	72.14
55.00	72.16
55.00	72.14
55.00	72.16
55.00	72.18
55.00	72.10
55.00	72.02
55.00	71.93
55.00	71.83
55.00	71.83
55.00	71.91
55.00	71.81
55.00	71.54
55.00	71.10
55.00	70.77
55.00	70.45
55.00	70.18
55.00	69.99
55.00	69.89
55.00	69.89
55.00	69.81
55.00	69.81
55.00	69.66
55.00	69.70
55.00	69.66
55.00	69.64
55.00	69.49
55.00	69.43
55.00	69.33
55.00	69.29
55.00	69.37
55.00	69.39
55.00	69.39
55.00	69.39
55.00	69.26
55.00	69.20
55.00	69.14
55.00	69.08
55.00	69.06
55.00	69.06
55.00	69.08
55.00	69.12
55.00	69.06
55.00	69.04
55.00	68.87
55.00	68.58
55.00	68.33
55.00	67.99
55.00	67.76
55.00	67.54
55.00	67.29
55.00	67.12
55.00	66.95
55.00	66.76
55.00	66.69
55.00	66.69
55.00	66.69
55.00	66.75
55.00	66.89
55.00	67.04
55.00	67.12
55.00	67.29
55.00	67.39
55.00	67.58
55.00	67.69
55.00	67.73
55.00	67.77
55.00	67.81
55.00	67.73
55.00	67.77
55.00	67.77
55.00	67.77
55.00	67.81
55.00	67.91
30.00	67.87
30.00	67.81
30.00	67.64
30.00	67.31
30.00	67.14
30.00	67.14
30.00	67.14
30.00	67.21
30.00	67.14
30.00	67.08
30.00	67.16
30.00	67.52
30.00	67.89
30.00	68.29
30.00	68.60
30.00	68.98
30.00	69.21
30.00	69.44
30.00	69.69
30.00	69.81
30.00	70.14
30.00	70.39
30.00	70.64
30.00	70.81
30.00	71.00
30.00	71.10
30.00	71.16
30.00	71.27
30.00	71.41
30.00	71.54
30.00	71.46
30.00	71.48
30.00	71.33
30.00	71.33
30.00	71.39
30.00	71.39
30.00	71.37
30.00	71.46
30.00	71.48
30.00	71.54
30.00	71.64
30.00	71.71
30.00	71.71
30.00	71.81
30.00	71.91
30.00	72.04
30.00	72.06
30.00	72.16
30.00	72.14
30.00	72.10
30.00	72.14
30.00	72.23
30.00	72.31
30.00	72.27
30.00	72.25
30.00	72.19
30.00	72.06
30.00	71.87
30.00	71.81
30.00	71.81
30.00	71.89
30.00	71.89
30.00	71.89
30.00	71.89
30.00	72.04
30.00	72.10
30.00	72.23
30.00	72.25
55.00	72.29
55.00	72.39
55.00	72.41
55.00	72.37
55.00	72.41
55.00	72.35
55.00	72.33
55.00	72.27
55.00	72.29
55.00	72.33
55.00	72.35
55.00	72.35
55.00	72.33
55.00	72.31
55.00	72.12
55.00	71.85
55.00	71.37
55.00	71.02
55.00	70.75
55.00	70.50
55.00	70.29
55.00	70.12
55.00	70.00
55.00	69.87
55.00	69.79
55.00	69.73
55.00	69.69
55.00	69.58
55.00	69.46
55.00	69.46
55.00	69.31
55.00	69.21
55.00	69.14
55.00	69.02
55.00	68.96
55.00	68.81
55.00	68.73
55.00	68.60
55.00	68.37
55.00	68.14
55.00	67.95
55.00	67.72
55.00	67.45
55.00	67.39
55.00	67.33
55.00	67.37
55.00	67.35
55.00	67.37
55.00	67.33
55.00	67.39
55.00	67.41
55.00	67.39
55.00	67.33
55.00	67.35
55.00	67.51
55.00	67.54
55.00	67.62
55.00	67.64
55.00	67.64
55.00	67.58
55.00	67.49
55.00	67.37
55.00	67.16
55.00	66.93
55.00	66.72
55.00	66.60
55.00	66.37
55.00	66.16
55.00	65.97
55.00	65.93
55.00	66.14
55.00	66.35
55.00	66.45
55.00	66.54
55.00	66.70
55.00	66.85
55.00	66.99
55.00	67.14
55.00	67.37
55.00	67.49
55.00	67.66
55.00	67.76
55.00	67.89
30.00	68.01
30.00	68.01
30.00	68.14
30.00	68.33
30.00	68.35
30.00	68.39
30.00	68.44
30.00	68.56
30.00	68.54
30.00	68.58
30.00	68.60
30.00	68.73
30.00	68.66
30.00	68.64
30.00	68.64
30.00	68.64
30.00	68.52
30.00	68.39
30.00	68.33
30.00	68.29
30.00	68.25
30.00	68.37
30.00	68.52
30.00	68.73
30.00	69.00
30.00	69.12
30.00	69.23
30.00	69.25
30.00	69.35
30.00	69.46
30.00	69.52
30.00	69.66
30.00	69.75
30.00	69.85
30.00	70.04
30.00	70.19
30.00	70.21
30.00	70.31
30.00	70.60
30.00	70.77
30.00	70.94
30.00	70.96
30.00	71.02
30.00	71.04
30.00	71.04
30.00	71.08
30.00	71.12
30.00	71.21
30.00	71.23
30.00	71.27
30.00	71.29
30.00	71.25
30.00	71.21
30.00	71.21
30.00	71.21
30.00	71.27
30.00	71.23
30.00	71.21
30.00	71.21
30.00	71.21
30.00	71.23
30.00	71.29
30.00	71.35
30.00	71.48
30.00	71.69
30.00	71.77
30.00	71.87
30.00	71.91
30.00	72.02
30.00	72.14
30.00	72.10
30.00	72.08
30.00	72.06
30.00	72.08
30.00	72.08
30.00	72.23
30.00	72.31
30.00	72.25
30.00	72.25
30.00	72.37
30.00	72.54
30.00	72.45
30.00	72.29
30.00	72.22
30.00	72.18
30.00	72.06
30.00	71.93
30.00	71.77
30.00	71.64
30.00	71.58
30.00	71.54
30.00	71.49
30.00	71.54
30.00	71.74
30.00	71.83
30.00	71.83
30.00	71.81
30.00	71.72
30.00	71.74
30.00	71.74
30.00	71.81
30.00	71.83
30.00	71.81
30.00	71.81
30.00	71.85
30.00	71.85
30.00	71.87
30.00	71.81
30.00	71.75
30.00	71.69
30.00	71.62
30.00	71.62
30.00	71.62
30.00	71.71
55.00	71.79
55.00	71.75
55.00	71.79
55.00	71.81
55.00	71.89
55.00	71.89
55.00	71.89
55.00	71.98
55.00	72.04
55.00	72.12
55.00	72.10
55.00	72.23
55.00	72.23
55.00	72.23
55.00	72.23
55.00	72.14
55.00	72.08
55.00	71.91
55.00	71.77
55.00	71.60
55.00	71.33
55.00	71.12
55.00	70.73
55.00	70.37
55.00	69.96
55.00	69.50
55.00	69.21
55.00	68.79
55.00	68.44
55.00	68.31
55.00	68.06
55.00	67.85
55.00	67.71
55.00	67.56
55.00	67.50
55.00	67.46
55.00	67.56
55.00	67.60
55.00	67.73
55.00	67.85
55.00	67.94
55.00	68.00
55.00	67.91
55.00	67.89
55.00	67.87
55.00	67.85
55.00	67.79
55.00	67.70
55.00	67.70
55.00	67.70
55.00	67.70
55.00	67.70
55.00	67.64
55.00	67.56
55.00	67.49
55.00	67.47
55.00	67.47
55.00	67.39
55.00	67.41
55.00	67.22
55.00	67.01
55.00	66.72
55.00	66.60
55.00	66.47
55.00	66.49
55.00	66.60
55.00	66.62
55.00	66.74
55.00	66.91
55.00	67.00
55.00	67.23
55.00	67.41
55.00	67.44
55.00	67.69
55.00	67.89
55.00	68.00
55.00	68.08
55.00	68.21
55.00	68.31
55.00	68.41
55.00	68.56
55.00	68.66
55.00	68.79
55.00	68.87
55.00	68.81
55.00	68.77
55.00	68.79
55.00	68.79
55.00	68.73
55.00	68.73
55.00	68.62
55.00	68.44
55.00	68.16
55.00	67.94
55.00	67.73
55.00	67.66
